,0
ncbi_tid|562|ref|NZ_CP008697.1_cluster004,3
ncbi_tid|562|ref|NZ_CP008697.1_cluster005,17
ncbi_tid|562|ref|NZ_CP008697.1_cluster006,4
ncbi_tid|562|ref|NZ_CP008697.1_cluster007,5
ncbi_tid|562|ref|NZ_CP008697.1_cluster008,6
ncbi_tid|562|ref|NZ_CP008697.1_cluster009,4
ncbi_tid|562|ref|NZ_CP008697.1_cluster010,8
ncbi_tid|562|ref|NZ_CP008697.1_cluster011,17
ncbi_tid|562|ref|NZ_CP008697.1_cluster012,9
ncbi_tid|562|ref|NZ_CP008697.1_cluster013,10
ncbi_tid|562|ref|NZ_CP008697.1_cluster014,6
ncbi_tid|562|ref|NZ_CP008697.1_cluster015,1
ncbi_tid|562|ref|NZ_CP008697.1_cluster016,4
ncbi_tid|562|ref|NZ_CP008697.1_cluster017,8
ncbi_tid|562|ref|NZ_CP008697.1_cluster018,7
ncbi_tid|562|ref|NZ_CP008697.1_cluster019,11
ncbi_tid|562|ref|NZ_CP008697.1_cluster020,9
ncbi_tid|562|ref|NZ_CP008697.1_cluster021,15
ncbi_tid|562|ref|NZ_CP009104.1_cluster001,10
ncbi_tid|562|ref|NZ_CP009104.1_cluster002,1
ncbi_tid|562|ref|NZ_CP009104.1_cluster003,2
ncbi_tid|562|ref|NZ_CP009104.1_cluster004,3
ncbi_tid|562|ref|NZ_CP009104.1_cluster005,4
ncbi_tid|562|ref|NZ_CP009104.1_cluster006,5
ncbi_tid|562|ref|NZ_CP009104.1_cluster007,6
ncbi_tid|562|ref|NZ_CP009104.1_cluster008,4
ncbi_tid|562|ref|NZ_CP009104.1_cluster009,7
ncbi_tid|562|ref|NZ_CP009104.1_cluster010,8
ncbi_tid|562|ref|NZ_CP009104.1_cluster011,9
ncbi_tid|562|ref|NZ_CP009104.1_cluster012,10
ncbi_tid|562|ref|NZ_CP009104.1_cluster013,6
ncbi_tid|562|ref|NZ_CP009104.1_cluster014,1
ncbi_tid|562|ref|NZ_CP009104.1_cluster015,4
ncbi_tid|562|ref|NZ_CP009104.1_cluster016,8
ncbi_tid|562|ref|NZ_CP009104.1_cluster017,7
ncbi_tid|562|ref|NZ_CP009104.1_cluster018,11
ncbi_tid|562|ref|NZ_CP009104.1_cluster019,12
ncbi_tid|562|ref|NZ_CP009104.1_cluster020,9
ncbi_tid|562|ref|NZ_CP009106.2_cluster001,10
ncbi_tid|562|ref|NZ_CP009106.2_cluster002,13
ncbi_tid|562|ref|NZ_CP009106.2_cluster003,1
ncbi_tid|562|ref|NZ_CP009106.2_cluster004,2
ncbi_tid|562|ref|NZ_CP009106.2_cluster005,3
ncbi_tid|562|ref|NZ_CP009106.2_cluster006,4
ncbi_tid|562|ref|NZ_CP009106.2_cluster007,5
ncbi_tid|562|ref|NZ_CP009106.2_cluster008,6
ncbi_tid|562|ref|NZ_CP009106.2_cluster009,4
ncbi_tid|562|ref|NZ_CP009106.2_cluster010,7
ncbi_tid|562|ref|NZ_CP009106.2_cluster011,8
ncbi_tid|562|ref|NZ_CP009106.2_cluster012,9
ncbi_tid|562|ref|NZ_CP009106.2_cluster013,10
ncbi_tid|562|ref|NZ_CP009106.2_cluster014,6
ncbi_tid|562|ref|NZ_CP009106.2_cluster015,1
ncbi_tid|562|ref|NZ_CP009106.2_cluster016,8
ncbi_tid|562|ref|NZ_CP009106.2_cluster017,7
ncbi_tid|562|ref|NZ_CP009106.2_cluster018,11
ncbi_tid|562|ref|NZ_CP009106.2_cluster019,12
ncbi_tid|562|ref|NZ_CP009106.2_cluster020,9
ncbi_tid|562|ref|NZ_CP009859.1_cluster001,1
ncbi_tid|562|ref|NZ_CP009859.1_cluster002,2
ncbi_tid|562|ref|NZ_CP009859.1_cluster003,3
ncbi_tid|562|ref|NZ_CP009859.1_cluster004,4
ncbi_tid|562|ref|NZ_CP009859.1_cluster005,5
ncbi_tid|562|ref|NZ_CP009859.1_cluster006,16
ncbi_tid|562|ref|NZ_CP009859.1_cluster007,6
ncbi_tid|562|ref|NZ_CP009859.1_cluster008,4
ncbi_tid|562|ref|NZ_CP009859.1_cluster009,8
ncbi_tid|562|ref|NZ_CP009859.1_cluster010,17
ncbi_tid|562|ref|NZ_CP009859.1_cluster011,9
ncbi_tid|562|ref|NZ_CP009859.1_cluster012,10
ncbi_tid|562|ref|NZ_CP009859.1_cluster013,6
ncbi_tid|562|ref|NZ_CP009859.1_cluster014,1
ncbi_tid|562|ref|NZ_CP009859.1_cluster015,4
ncbi_tid|562|ref|NZ_CP009859.1_cluster016,8
ncbi_tid|562|ref|NZ_CP009859.1_cluster017,7
ncbi_tid|562|ref|NZ_CP009859.1_cluster018,11
ncbi_tid|562|ref|NZ_CP009859.1_cluster019,9
ncbi_tid|562|ref|NZ_CP009859.1_cluster020,10
ncbi_tid|562|ref|NZ_CP009859.1_cluster021,17
ncbi_tid|562|ref|NZ_CP009859.1_cluster022,15
ncbi_tid|562|ref|NZ_CP010315.1_cluster001,1
ncbi_tid|562|ref|NZ_CP010315.1_cluster002,2
ncbi_tid|562|ref|NZ_CP010315.1_cluster003,3
ncbi_tid|562|ref|NZ_CP010315.1_cluster004,4
ncbi_tid|562|ref|NZ_CP010315.1_cluster005,5
ncbi_tid|562|ref|NZ_CP010315.1_cluster006,6
ncbi_tid|562|ref|NZ_CP010315.1_cluster007,4
ncbi_tid|562|ref|NZ_CP010315.1_cluster008,7
ncbi_tid|562|ref|NZ_CP010315.1_cluster009,8
ncbi_tid|562|ref|NZ_CP010315.1_cluster010,17
ncbi_tid|562|ref|NZ_CP010315.1_cluster011,9
ncbi_tid|562|ref|NZ_CP010315.1_cluster012,10
ncbi_tid|562|ref|NZ_CP010315.1_cluster013,6
ncbi_tid|562|ref|NZ_CP010315.1_cluster014,1
ncbi_tid|562|ref|NZ_CP010315.1_cluster015,8
ncbi_tid|562|ref|NZ_CP010315.1_cluster016,7
ncbi_tid|562|ref|NZ_CP010315.1_cluster017,11
ncbi_tid|562|ref|NZ_CP010315.1_cluster018,12
ncbi_tid|562|ref|NZ_CP010315.1_cluster019,9
ncbi_tid|562|ref|NZ_CP010315.1_cluster020,10
ncbi_tid|562|ref|NZ_CP010315.1_cluster021,17
ncbi_tid|562|ref|NZ_CP010315.1_cluster022,15
ncbi_tid|562|ref|NZ_CP010371.1_cluster001,1
ncbi_tid|562|ref|NZ_CP010371.1_cluster002,2
ncbi_tid|562|ref|NZ_CP010371.1_cluster003,3
ncbi_tid|562|ref|NZ_CP010371.1_cluster004,4
ncbi_tid|562|ref|NZ_CP010371.1_cluster005,5
ncbi_tid|562|ref|NZ_CP010371.1_cluster006,6
ncbi_tid|562|ref|NZ_CP010371.1_cluster007,4
ncbi_tid|562|ref|NZ_CP010371.1_cluster008,7
ncbi_tid|562|ref|NZ_CP010371.1_cluster009,8
ncbi_tid|562|ref|NZ_CP010371.1_cluster010,22
ncbi_tid|562|ref|NZ_CP010371.1_cluster011,10
ncbi_tid|562|ref|NZ_CP010371.1_cluster012,6
ncbi_tid|562|ref|NZ_CP010371.1_cluster013,1
ncbi_tid|562|ref|NZ_CP010371.1_cluster014,4
ncbi_tid|562|ref|NZ_CP010371.1_cluster015,7
ncbi_tid|562|ref|NZ_CP010371.1_cluster016,12
ncbi_tid|562|ref|NZ_CP010371.1_cluster017,9
ncbi_tid|562|ref|NZ_CP010371.1_cluster018,10
ncbi_tid|562|ref|NZ_CP010371.1_cluster019,15
ncbi_tid|562|ref|NZ_CP010371.1_cluster020,15
ncbi_tid|562|ref|NZ_CP010585.1_cluster001,1
ncbi_tid|562|ref|NZ_CP010585.1_cluster002,2
ncbi_tid|562|ref|NZ_CP010585.1_cluster003,3
ncbi_tid|562|ref|NZ_CP010585.1_cluster004,4
ncbi_tid|562|ref|NZ_CP010585.1_cluster005,5
ncbi_tid|562|ref|NZ_CP010585.1_cluster006,6
ncbi_tid|562|ref|NZ_CP010585.1_cluster007,4
ncbi_tid|562|ref|NZ_CP010585.1_cluster008,8
ncbi_tid|562|ref|NZ_CP010585.1_cluster009,9
ncbi_tid|562|ref|NZ_CP010585.1_cluster010,10
ncbi_tid|562|ref|NZ_CP010585.1_cluster011,6
ncbi_tid|562|ref|NZ_CP010585.1_cluster012,1
ncbi_tid|562|ref|NZ_CP010585.1_cluster013,8
ncbi_tid|562|ref|NZ_CP010585.1_cluster014,7
ncbi_tid|562|ref|NZ_CP010585.1_cluster015,11
ncbi_tid|562|ref|NZ_CP010585.1_cluster016,12
ncbi_tid|562|ref|NZ_CP010585.1_cluster017,9
ncbi_tid|562|ref|NZ_CP010585.1_cluster018,10
ncbi_tid|562|ref|NZ_CP010585.1_cluster019,17
ncbi_tid|562|ref|NZ_CP010816.1_cluster001,1
ncbi_tid|562|ref|NZ_CP010816.1_cluster002,2
ncbi_tid|562|ref|NZ_CP010816.1_cluster003,3
ncbi_tid|562|ref|NZ_CP010816.1_cluster004,4
ncbi_tid|562|ref|NZ_CP010816.1_cluster005,5
ncbi_tid|562|ref|NZ_CP010816.1_cluster006,6
ncbi_tid|562|ref|NZ_CP010816.1_cluster007,4
ncbi_tid|562|ref|NZ_CP010816.1_cluster008,8
ncbi_tid|562|ref|NZ_CP010816.1_cluster009,9
ncbi_tid|562|ref|NZ_CP010816.1_cluster010,10
ncbi_tid|562|ref|NZ_CP010816.1_cluster011,6
ncbi_tid|562|ref|NZ_CP010816.1_cluster012,1
ncbi_tid|562|ref|NZ_CP010816.1_cluster013,8
ncbi_tid|562|ref|NZ_CP010816.1_cluster014,7
ncbi_tid|562|ref|NZ_CP010816.1_cluster015,11
ncbi_tid|562|ref|NZ_CP010816.1_cluster016,12
ncbi_tid|562|ref|NZ_CP010816.1_cluster017,9
ncbi_tid|562|ref|NZ_CP010816.1_cluster018,10
ncbi_tid|562|ref|NZ_CP010816.1_cluster019,17
ncbi_tid|562|ref|NZ_CP010876.1_cluster001,1
ncbi_tid|562|ref|NZ_CP010876.1_cluster002,2
ncbi_tid|562|ref|NZ_CP010876.1_cluster003,3
ncbi_tid|562|ref|NZ_CP010876.1_cluster004,4
ncbi_tid|562|ref|NZ_CP010876.1_cluster005,5
ncbi_tid|562|ref|NZ_CP010876.1_cluster006,16
ncbi_tid|562|ref|NZ_CP010876.1_cluster007,6
ncbi_tid|562|ref|NZ_CP010876.1_cluster008,5
ncbi_tid|562|ref|NZ_CP010876.1_cluster009,8
ncbi_tid|562|ref|NZ_CP010876.1_cluster010,17
ncbi_tid|562|ref|NZ_CP010876.1_cluster011,9
ncbi_tid|562|ref|NZ_CP010876.1_cluster012,10
ncbi_tid|562|ref|NZ_CP010876.1_cluster013,6
ncbi_tid|562|ref|NZ_CP010876.1_cluster014,8
ncbi_tid|562|ref|NZ_CP010876.1_cluster015,7
ncbi_tid|562|ref|NZ_CP010876.1_cluster016,15
ncbi_tid|562|ref|NZ_CP010876.1_cluster017,11
ncbi_tid|562|ref|NZ_CP010876.1_cluster018,12
ncbi_tid|562|ref|NZ_CP010876.1_cluster019,9
ncbi_tid|562|ref|NZ_CP010876.1_cluster020,10
ncbi_tid|562|ref|NZ_CP010876.1_cluster021,13
ncbi_tid|562|ref|NZ_CP011018.1_cluster001,6
ncbi_tid|562|ref|NZ_CP011018.1_cluster002,10
ncbi_tid|562|ref|NZ_CP011018.1_cluster003,9
ncbi_tid|562|ref|NZ_CP011018.1_cluster004,8
ncbi_tid|562|ref|NZ_CP011018.1_cluster005,7
ncbi_tid|562|ref|NZ_CP011018.1_cluster006,4
ncbi_tid|562|ref|NZ_CP011018.1_cluster007,6
ncbi_tid|562|ref|NZ_CP011018.1_cluster008,5
ncbi_tid|562|ref|NZ_CP011018.1_cluster009,3
ncbi_tid|562|ref|NZ_CP011018.1_cluster010,2
ncbi_tid|562|ref|NZ_CP011018.1_cluster011,1
ncbi_tid|562|ref|NZ_CP011018.1_cluster012,13
ncbi_tid|562|ref|NZ_CP011018.1_cluster013,10
ncbi_tid|562|ref|NZ_CP011018.1_cluster014,9
ncbi_tid|562|ref|NZ_CP011018.1_cluster015,11
ncbi_tid|562|ref|NZ_CP011018.1_cluster016,7
ncbi_tid|562|ref|NZ_CP011018.1_cluster017,8
ncbi_tid|562|ref|NZ_CP011018.1_cluster018,1
ncbi_tid|562|ref|NZ_CP011113.1_cluster001,1
ncbi_tid|562|ref|NZ_CP011113.1_cluster002,2
ncbi_tid|562|ref|NZ_CP011113.1_cluster003,3
ncbi_tid|562|ref|NZ_CP011113.1_cluster004,4
ncbi_tid|562|ref|NZ_CP011113.1_cluster005,5
ncbi_tid|562|ref|NZ_CP011113.1_cluster006,6
ncbi_tid|562|ref|NZ_CP011113.1_cluster007,4
ncbi_tid|562|ref|NZ_CP011113.1_cluster008,7
ncbi_tid|562|ref|NZ_CP011113.1_cluster009,8
ncbi_tid|562|ref|NZ_CP011113.1_cluster010,9
ncbi_tid|562|ref|NZ_CP011113.1_cluster011,10
ncbi_tid|562|ref|NZ_CP011113.1_cluster012,6
ncbi_tid|562|ref|NZ_CP011113.1_cluster013,1
ncbi_tid|562|ref|NZ_CP011113.1_cluster014,4
ncbi_tid|562|ref|NZ_CP011113.1_cluster015,7
ncbi_tid|562|ref|NZ_CP011113.1_cluster016,12
ncbi_tid|562|ref|NZ_CP011113.1_cluster017,9
ncbi_tid|562|ref|NZ_CP011113.1_cluster018,10
ncbi_tid|562|ref|NZ_CP011113.1_cluster019,17
ncbi_tid|562|ref|NZ_CP011320.1_cluster001,1
ncbi_tid|562|ref|NZ_CP011320.1_cluster002,2
ncbi_tid|562|ref|NZ_CP011320.1_cluster003,3
ncbi_tid|562|ref|NZ_CP011320.1_cluster004,4
ncbi_tid|562|ref|NZ_CP011320.1_cluster005,5
ncbi_tid|562|ref|NZ_CP011320.1_cluster006,6
ncbi_tid|562|ref|NZ_CP011320.1_cluster007,4
ncbi_tid|562|ref|NZ_CP011320.1_cluster008,7
ncbi_tid|562|ref|NZ_CP011320.1_cluster009,8
ncbi_tid|562|ref|NZ_CP011320.1_cluster010,9
ncbi_tid|562|ref|NZ_CP011320.1_cluster011,10
ncbi_tid|562|ref|NZ_CP011320.1_cluster012,6
ncbi_tid|562|ref|NZ_CP011320.1_cluster013,1
ncbi_tid|562|ref|NZ_CP011320.1_cluster014,4
ncbi_tid|562|ref|NZ_CP011320.1_cluster015,7
ncbi_tid|562|ref|NZ_CP011320.1_cluster016,12
ncbi_tid|562|ref|NZ_CP011320.1_cluster017,9
ncbi_tid|562|ref|NZ_CP011320.1_cluster018,10
ncbi_tid|562|ref|NZ_CP011320.1_cluster019,17
ncbi_tid|562|ref|NZ_CP011321.1_cluster001,1
ncbi_tid|562|ref|NZ_CP011321.1_cluster002,2
ncbi_tid|562|ref|NZ_CP011321.1_cluster003,3
ncbi_tid|562|ref|NZ_CP011321.1_cluster004,4
ncbi_tid|562|ref|NZ_CP011321.1_cluster005,5
ncbi_tid|562|ref|NZ_CP011321.1_cluster006,6
ncbi_tid|562|ref|NZ_CP011321.1_cluster007,4
ncbi_tid|562|ref|NZ_CP011321.1_cluster008,7
ncbi_tid|562|ref|NZ_CP011321.1_cluster009,8
ncbi_tid|562|ref|NZ_CP011321.1_cluster010,9
ncbi_tid|562|ref|NZ_CP011321.1_cluster011,10
ncbi_tid|562|ref|NZ_CP011321.1_cluster012,6
ncbi_tid|562|ref|NZ_CP011321.1_cluster013,1
ncbi_tid|562|ref|NZ_CP011321.1_cluster014,4
ncbi_tid|562|ref|NZ_CP011321.1_cluster015,7
ncbi_tid|562|ref|NZ_CP011321.1_cluster016,12
ncbi_tid|562|ref|NZ_CP011321.1_cluster017,9
ncbi_tid|562|ref|NZ_CP011321.1_cluster018,10
ncbi_tid|562|ref|NZ_CP011321.1_cluster019,17
ncbi_tid|562|ref|NZ_CP011324.1_cluster001,1
ncbi_tid|562|ref|NZ_CP011324.1_cluster002,2
ncbi_tid|562|ref|NZ_CP011324.1_cluster003,3
ncbi_tid|562|ref|NZ_CP011324.1_cluster004,4
ncbi_tid|562|ref|NZ_CP011324.1_cluster005,5
ncbi_tid|562|ref|NZ_CP011324.1_cluster006,6
ncbi_tid|562|ref|NZ_CP011324.1_cluster007,4
ncbi_tid|562|ref|NZ_CP011324.1_cluster008,7
ncbi_tid|562|ref|NZ_CP011324.1_cluster009,8
ncbi_tid|562|ref|NZ_CP011324.1_cluster010,9
ncbi_tid|562|ref|NZ_CP011324.1_cluster011,10
ncbi_tid|562|ref|NZ_CP011324.1_cluster012,6
ncbi_tid|562|ref|NZ_CP011324.1_cluster013,1
ncbi_tid|562|ref|NZ_CP011324.1_cluster014,4
ncbi_tid|562|ref|NZ_CP011324.1_cluster015,7
ncbi_tid|562|ref|NZ_CP011324.1_cluster016,12
ncbi_tid|562|ref|NZ_CP011324.1_cluster017,9
ncbi_tid|562|ref|NZ_CP011324.1_cluster018,10
ncbi_tid|562|ref|NZ_CP011324.1_cluster019,17
ncbi_tid|562|ref|NZ_CP011416.1_cluster001,9
ncbi_tid|562|ref|NZ_CP011416.1_cluster002,10
ncbi_tid|562|ref|NZ_CP011416.1_cluster003,6
ncbi_tid|562|ref|NZ_CP011416.1_cluster004,1
ncbi_tid|562|ref|NZ_CP011416.1_cluster005,4
ncbi_tid|562|ref|NZ_CP011416.1_cluster006,8
ncbi_tid|562|ref|NZ_CP011416.1_cluster007,7
ncbi_tid|562|ref|NZ_CP011416.1_cluster008,11
ncbi_tid|562|ref|NZ_CP011416.1_cluster009,12
ncbi_tid|562|ref|NZ_CP011416.1_cluster010,9
ncbi_tid|562|ref|NZ_CP011416.1_cluster011,10
ncbi_tid|562|ref|NZ_CP011416.1_cluster012,1
ncbi_tid|562|ref|NZ_CP011416.1_cluster013,2
ncbi_tid|562|ref|NZ_CP011416.1_cluster014,4
ncbi_tid|562|ref|NZ_CP011416.1_cluster015,5
ncbi_tid|562|ref|NZ_CP011416.1_cluster016,6
ncbi_tid|562|ref|NZ_CP011416.1_cluster017,7
ncbi_tid|562|ref|NZ_CP011416.1_cluster018,4
ncbi_tid|562|ref|NZ_CP011495.1_cluster001,9
ncbi_tid|562|ref|NZ_CP011495.1_cluster002,10
ncbi_tid|562|ref|NZ_CP011495.1_cluster003,17
ncbi_tid|562|ref|NZ_CP011495.1_cluster004,1
ncbi_tid|562|ref|NZ_CP011495.1_cluster005,2
ncbi_tid|562|ref|NZ_CP011495.1_cluster006,3
ncbi_tid|562|ref|NZ_CP011495.1_cluster007,4
ncbi_tid|562|ref|NZ_CP011495.1_cluster008,5
ncbi_tid|562|ref|NZ_CP011495.1_cluster009,6
ncbi_tid|562|ref|NZ_CP011495.1_cluster010,4
ncbi_tid|562|ref|NZ_CP011495.1_cluster011,7
ncbi_tid|562|ref|NZ_CP011495.1_cluster012,8
ncbi_tid|562|ref|NZ_CP011495.1_cluster013,22
ncbi_tid|562|ref|NZ_CP011495.1_cluster014,10
ncbi_tid|562|ref|NZ_CP011495.1_cluster015,6
ncbi_tid|562|ref|NZ_CP011495.1_cluster016,1
ncbi_tid|562|ref|NZ_CP011495.1_cluster017,4
ncbi_tid|562|ref|NZ_CP011495.1_cluster018,7
ncbi_tid|562|ref|NZ_CP011495.1_cluster019,11
ncbi_tid|562|ref|NZ_CP011495.1_cluster020,12
ncbi_tid|562|ref|NZ_CP011938.1_cluster001,1
ncbi_tid|562|ref|NZ_CP011938.1_cluster002,2
ncbi_tid|562|ref|NZ_CP011938.1_cluster003,3
ncbi_tid|562|ref|NZ_CP011938.1_cluster004,4
ncbi_tid|562|ref|NZ_CP011938.1_cluster005,5
ncbi_tid|562|ref|NZ_CP011938.1_cluster006,6
ncbi_tid|562|ref|NZ_CP011938.1_cluster007,4
ncbi_tid|562|ref|NZ_CP011938.1_cluster008,8
ncbi_tid|562|ref|NZ_CP011938.1_cluster009,9
ncbi_tid|562|ref|NZ_CP011938.1_cluster010,10
ncbi_tid|562|ref|NZ_CP011938.1_cluster011,6
ncbi_tid|562|ref|NZ_CP011938.1_cluster012,1
ncbi_tid|562|ref|NZ_CP011938.1_cluster013,8
ncbi_tid|562|ref|NZ_CP011938.1_cluster014,7
ncbi_tid|562|ref|NZ_CP011938.1_cluster015,11
ncbi_tid|562|ref|NZ_CP011938.1_cluster016,12
ncbi_tid|562|ref|NZ_CP011938.1_cluster017,9
ncbi_tid|562|ref|NZ_CP011938.1_cluster018,10
ncbi_tid|562|ref|NZ_CP011938.1_cluster019,17
ncbi_tid|562|ref|NZ_CP012125.1_cluster001,1
ncbi_tid|562|ref|NZ_CP012125.1_cluster002,2
ncbi_tid|562|ref|NZ_CP012125.1_cluster003,3
ncbi_tid|562|ref|NZ_CP012125.1_cluster004,4
ncbi_tid|562|ref|NZ_CP012125.1_cluster005,5
ncbi_tid|562|ref|NZ_CP012125.1_cluster006,16
ncbi_tid|562|ref|NZ_CP012125.1_cluster007,6
ncbi_tid|562|ref|NZ_CP012125.1_cluster008,4
ncbi_tid|562|ref|NZ_CP012125.1_cluster009,7
ncbi_tid|562|ref|NZ_CP012125.1_cluster010,8
ncbi_tid|562|ref|NZ_CP012125.1_cluster011,9
ncbi_tid|562|ref|NZ_CP012125.1_cluster012,10
ncbi_tid|562|ref|NZ_CP012125.1_cluster013,6
ncbi_tid|562|ref|NZ_CP012125.1_cluster014,1
ncbi_tid|562|ref|NZ_CP012125.1_cluster015,4
ncbi_tid|562|ref|NZ_CP012125.1_cluster016,7
ncbi_tid|562|ref|NZ_CP012125.1_cluster017,12
ncbi_tid|562|ref|NZ_CP012125.1_cluster018,9
ncbi_tid|562|ref|NZ_CP012125.1_cluster019,10
ncbi_tid|562|ref|NZ_CP012125.1_cluster020,17
ncbi_tid|562|ref|NZ_CP012126.1_cluster001,1
ncbi_tid|562|ref|NZ_CP012126.1_cluster002,2
ncbi_tid|562|ref|NZ_CP012126.1_cluster003,3
ncbi_tid|562|ref|NZ_CP012126.1_cluster004,4
ncbi_tid|562|ref|NZ_CP012126.1_cluster005,5
ncbi_tid|562|ref|NZ_CP012126.1_cluster006,16
ncbi_tid|562|ref|NZ_CP012126.1_cluster007,6
ncbi_tid|562|ref|NZ_CP012126.1_cluster008,4
ncbi_tid|562|ref|NZ_CP012126.1_cluster009,7
ncbi_tid|562|ref|NZ_CP012126.1_cluster010,8
ncbi_tid|562|ref|NZ_CP012126.1_cluster011,9
ncbi_tid|562|ref|NZ_CP012126.1_cluster012,10
ncbi_tid|562|ref|NZ_CP012126.1_cluster013,6
ncbi_tid|562|ref|NZ_CP012126.1_cluster014,1
ncbi_tid|562|ref|NZ_CP012126.1_cluster015,4
ncbi_tid|562|ref|NZ_CP012126.1_cluster016,7
ncbi_tid|562|ref|NZ_CP012126.1_cluster017,12
ncbi_tid|562|ref|NZ_CP012126.1_cluster018,9
ncbi_tid|562|ref|NZ_CP012126.1_cluster019,10
ncbi_tid|562|ref|NZ_CP012126.1_cluster020,17
ncbi_tid|562|ref|NZ_CP012127.1_cluster001,1
ncbi_tid|562|ref|NZ_CP012127.1_cluster002,2
ncbi_tid|562|ref|NZ_CP012127.1_cluster003,3
ncbi_tid|562|ref|NZ_CP012127.1_cluster004,4
ncbi_tid|562|ref|NZ_CP012127.1_cluster005,5
ncbi_tid|562|ref|NZ_CP012127.1_cluster006,16
ncbi_tid|562|ref|NZ_CP012127.1_cluster007,6
ncbi_tid|562|ref|NZ_CP012127.1_cluster008,4
ncbi_tid|562|ref|NZ_CP012127.1_cluster009,7
ncbi_tid|562|ref|NZ_CP012127.1_cluster010,8
ncbi_tid|562|ref|NZ_CP012127.1_cluster011,9
ncbi_tid|562|ref|NZ_CP012127.1_cluster012,10
ncbi_tid|562|ref|NZ_CP012127.1_cluster013,6
ncbi_tid|562|ref|NZ_CP012127.1_cluster014,1
ncbi_tid|562|ref|NZ_CP012127.1_cluster015,4
ncbi_tid|562|ref|NZ_CP012127.1_cluster016,7
ncbi_tid|562|ref|NZ_CP012127.1_cluster017,12
ncbi_tid|562|ref|NZ_CP012127.1_cluster018,9
ncbi_tid|562|ref|NZ_CP012127.1_cluster019,10
ncbi_tid|562|ref|NZ_CP012127.1_cluster020,17
ncbi_tid|562|ref|NZ_CP012625.1_cluster001,9
ncbi_tid|562|ref|NZ_CP012625.1_cluster002,12
ncbi_tid|562|ref|NZ_CP012625.1_cluster003,11
ncbi_tid|562|ref|NZ_CP012625.1_cluster004,7
ncbi_tid|562|ref|NZ_CP012625.1_cluster005,8
ncbi_tid|562|ref|NZ_CP012625.1_cluster006,6
ncbi_tid|562|ref|NZ_CP012625.1_cluster007,10
ncbi_tid|562|ref|NZ_CP012625.1_cluster008,24
ncbi_tid|562|ref|NZ_CP012625.1_cluster009,9
ncbi_tid|562|ref|NZ_CP012625.1_cluster010,17
ncbi_tid|562|ref|NZ_CP012625.1_cluster011,8
ncbi_tid|562|ref|NZ_CP012625.1_cluster012,20
ncbi_tid|562|ref|NZ_CP012625.1_cluster013,6
ncbi_tid|562|ref|NZ_CP012625.1_cluster014,25
ncbi_tid|562|ref|NZ_CP012625.1_cluster015,5
ncbi_tid|562|ref|NZ_CP012625.1_cluster016,3
ncbi_tid|562|ref|NZ_CP012625.1_cluster017,2
ncbi_tid|562|ref|NZ_CP012625.1_cluster018,1
ncbi_tid|562|ref|NZ_CP012625.1_cluster019,13
ncbi_tid|562|ref|NZ_CP012625.1_cluster020,17
ncbi_tid|562|ref|NZ_CP012625.1_cluster021,13
ncbi_tid|562|ref|NZ_CP012625.1_cluster022,10
ncbi_tid|562|ref|NZ_CP012625.1_cluster023,15
ncbi_tid|562|ref|NZ_CP012631.1_cluster001,9
ncbi_tid|562|ref|NZ_CP012631.1_cluster002,12
ncbi_tid|562|ref|NZ_CP012631.1_cluster003,11
ncbi_tid|562|ref|NZ_CP012631.1_cluster004,7
ncbi_tid|562|ref|NZ_CP012631.1_cluster005,8
ncbi_tid|562|ref|NZ_CP012631.1_cluster006,6
ncbi_tid|562|ref|NZ_CP012631.1_cluster007,10
ncbi_tid|562|ref|NZ_CP012631.1_cluster008,24
ncbi_tid|562|ref|NZ_CP012631.1_cluster009,9
ncbi_tid|562|ref|NZ_CP012631.1_cluster010,2
ncbi_tid|562|ref|NZ_CP012631.1_cluster011,2
ncbi_tid|562|ref|NZ_CP012631.1_cluster012,8
ncbi_tid|562|ref|NZ_CP012631.1_cluster013,20
ncbi_tid|562|ref|NZ_CP012631.1_cluster014,6
ncbi_tid|562|ref|NZ_CP012631.1_cluster015,5
ncbi_tid|562|ref|NZ_CP012631.1_cluster016,3
ncbi_tid|562|ref|NZ_CP012631.1_cluster017,2
ncbi_tid|562|ref|NZ_CP012631.1_cluster018,13
ncbi_tid|562|ref|NZ_CP012631.1_cluster019,17
ncbi_tid|562|ref|NZ_CP012631.1_cluster020,13
ncbi_tid|562|ref|NZ_CP012631.1_cluster021,10
ncbi_tid|562|ref|NZ_CP012633.1_cluster001,9
ncbi_tid|562|ref|NZ_CP012633.1_cluster002,12
ncbi_tid|562|ref|NZ_CP012633.1_cluster003,11
ncbi_tid|562|ref|NZ_CP012633.1_cluster004,7
ncbi_tid|562|ref|NZ_CP012633.1_cluster005,8
ncbi_tid|562|ref|NZ_CP012633.1_cluster006,6
ncbi_tid|562|ref|NZ_CP012633.1_cluster007,10
ncbi_tid|562|ref|NZ_CP012633.1_cluster008,24
ncbi_tid|562|ref|NZ_CP012633.1_cluster009,9
ncbi_tid|562|ref|NZ_CP012633.1_cluster010,2
ncbi_tid|562|ref|NZ_CP012633.1_cluster011,2
ncbi_tid|562|ref|NZ_CP012633.1_cluster012,8
ncbi_tid|562|ref|NZ_CP012633.1_cluster013,20
ncbi_tid|562|ref|NZ_CP012633.1_cluster014,6
ncbi_tid|562|ref|NZ_CP012633.1_cluster015,25
